NAME;URL;VALUE;
SPIFFX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPIFFX.ST;818.14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPIFFX.ST
EOID.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EOID.NGM;792.84;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EOID.NGM
VITR.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VITR.ST;776.04;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VITR.ST
CLAV.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLAV.ST;765.81;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLAV.ST
SEAM.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEAM.ST;765.56;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEAM.ST
KARO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KARO.ST;764.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KARO.ST
SSAB-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSAB-A.ST;750.46;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSAB-A.ST
IMPC.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMPC.ST;713.08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMPC.ST
ENRO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENRO.ST;672.23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENRO.ST
NVP.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NVP.ST;642.67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NVP.ST
PROB.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PROB.ST;631.37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PROB.ST
IMMNOV.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMMNOV.ST;614.77;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMMNOV.ST
ARCM.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARCM.ST;611.64;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARCM.ST
ORX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORX.ST;592.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORX.ST
DEDI.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DEDI.ST;560.51;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DEDI.ST
ORIF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORIF.ST;557.31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORIF.ST
EPIS-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EPIS-B.ST;549.48;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EPIS-B.ST
CRAD-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CRAD-B.ST;543.86;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CRAD-B.ST
IMMU.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMMU.ST;537.66;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMMU.ST
KAMBI.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAMBI.ST;518.58;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAMBI.ST
VICO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICO.ST;517.2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICO.ST
BEGR.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BEGR.ST;500.77;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BEGR.ST
IMNP.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMNP.ST;499.51;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMNP.ST
MAG.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAG.ST;496.4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAG.ST
JLT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JLT.ST;490.9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JLT.ST
EVO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EVO.ST;489.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EVO.ST
ZETA.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZETA.ST;481.58;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZETA.ST
MAV.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAV.ST;480.88;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAV.ST
MCNH.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCNH.NGM;467.17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCNH.NGM
DOME.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DOME.ST;454.07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DOME.ST
IBT-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IBT-B.ST;450.87;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IBT-B.ST
BINV.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BINV.ST;449.66;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BINV.ST
PXXS-SDB.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PXXS-SDB.ST;446.06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PXXS-SDB.ST
HTRO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HTRO.ST;438.28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HTRO.ST
CLS-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLS-B.ST;436.43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLS-B.ST
HOVD.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOVD.ST;433.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOVD.ST
ACTI.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ACTI.ST;425.13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ACTI.ST
HELIO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HELIO.ST;421.4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HELIO.ST
SPOR.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPOR.ST;418.27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPOR.ST
KOBR%20MTFB;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KOBR%20MTFB;418;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KOBR%20MTFB
SENS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SENS.ST;416.32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SENS.ST
NETI-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NETI-B.ST;410.17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NETI-B.ST
BIOT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIOT.ST;410.05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIOT.ST
STAR-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STAR-A.ST;406.83;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STAR-A.ST
MRG.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MRG.ST;405.7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MRG.ST
BACTI-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BACTI-B.ST;405.05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BACTI-B.ST
SMF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SMF.ST;404.24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SMF.ST
SES.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SES.ST;400.89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SES.ST
FEEL.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FEEL.ST;400.55;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FEEL.ST
43720.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=43720.ST;399.9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=43720.ST
CTT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CTT.ST;397.77;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CTT.ST
POLY.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLY.ST;393.75;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLY.ST
KOPY.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KOPY.ST;382.38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KOPY.ST
OASM.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OASM.ST;379.36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OASM.ST
CRWN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CRWN;376.89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CRWN
TETY.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TETY.ST;373.82;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TETY.ST
A1M.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=A1M.ST;367.09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=A1M.ST
WINT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WINT.ST;363.8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WINT.ST
QLRO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=QLRO.ST;362.53;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=QLRO.ST
TOBII.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBII.ST;358.68;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBII.ST
BESQ.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BESQ.ST;354.23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BESQ.ST
HEMC.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMC.ST;352.92;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMC.ST
GTGS.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GTGS.NGM;351.08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GTGS.NGM
MERT-A.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MERT-A.NGM;348.23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MERT-A.NGM
AGRO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AGRO.ST;346.99;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AGRO.ST
MSAB-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSAB-B.ST;344.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSAB-B.ST
HIQ.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HIQ.ST;343.11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HIQ.ST
STIL.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STIL.ST;338.29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STIL.ST
LIFCO-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIFCO-B.ST;337.98;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIFCO-B.ST
DORO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DORO.ST;337.7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DORO.ST
XANO-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XANO-B.ST;333.72;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XANO-B.ST
ALIG.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALIG.ST;331.67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALIG.ST
VICP-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP-B.ST;330.87;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP-B.ST
CLBIO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLBIO.ST;327.63;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLBIO.ST
RAY-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RAY-B.ST;326.97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RAY-B.ST
VSSAB-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VSSAB-B.ST;325.6;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VSSAB-B.ST
TROAX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TROAX.ST;324.86;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TROAX.ST
OP.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP.ST;321.99;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP.ST
TASTE.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TASTE.ST;321.7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TASTE.ST
ALIV-SDB.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALIV-SDB.ST;320.27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALIV-SDB.ST
RLS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RLS.ST;320.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RLS.ST
BERG-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BERG-B.ST;319.27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BERG-B.ST
KABE-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KABE-B.ST;315.57;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KABE-B.ST
ETX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ETX.ST;314.76;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ETX.ST
BURE.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BURE.ST;314.42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BURE.ST
LUC.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUC.ST;314.23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUC.ST
GCOR.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GCOR.ST;313.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GCOR.ST
BOL.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BOL.ST;312.77;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BOL.ST
AZA.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AZA.ST;310.84;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AZA.ST
SEMC.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEMC.ST;309.07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEMC.ST
ITAB-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ITAB-B.ST;308.58;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ITAB-B.ST
FPAR.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPAR.ST;308.18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPAR.ST
OPUS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OPUS.ST;305.52;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OPUS.ST
MIC-SDB.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIC-SDB.ST;304.15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIC-SDB.ST
BAYN.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BAYN.ST;302.68;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BAYN.ST
CLEM.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLEM.ST;302.46;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLEM.ST
FOI-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FOI-B.ST;301.8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FOI-B.ST
EKTA-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EKTA-B.ST;299.3;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EKTA-B.ST
MOB.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOB.ST;299.26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOB.ST
PRIME.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRIME.ST;299.03;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRIME.ST
CAMX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAMX.ST;298.97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAMX.ST
BUFAB.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BUFAB.ST;296.05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BUFAB.ST
DIGN.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DIGN.ST;295.32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DIGN.ST
ELAN-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELAN-B.ST;295.04;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELAN-B.ST
ADVE.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ADVE.ST;294.7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ADVE.ST
STAR-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STAR-B.ST;291.31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STAR-B.ST
SAS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAS.ST;289.61;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAS.ST
SDOS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDOS.ST;287.12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDOS.ST
ARCT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARCT.ST;286.34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARCT.ST
BIOG-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIOG-B.ST;286.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIOG-B.ST
LOOM-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LOOM-B.ST;283.44;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LOOM-B.ST
COLL.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COLL.ST;282.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COLL.ST
FAG.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FAG.ST;281.83;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FAG.ST
COOR.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COOR.ST;281.44;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COOR.ST
HMS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HMS.ST;279.35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HMS.ST
VIT-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VIT-B.ST;277.4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VIT-B.ST
INDT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDT.ST;277.38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDT.ST
43825.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=43825.ST;277.35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=43825.ST
DCAR-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DCAR-B.ST;276.59;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DCAR-B.ST
SWEC-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWEC-A.ST;276.46;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWEC-A.ST
FRNT-B.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FRNT-B.NGM;272.75;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FRNT-B.NGM
VICP.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP.ST;271.2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP.ST
DOXA.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DOXA.ST;270.39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DOXA.ST
ACAN-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ACAN-B.ST;270.11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ACAN-B.ST
COGS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COGS.ST;269.56;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COGS.ST
IVSO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVSO.ST;268.67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVSO.ST
KLOV-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-B.ST;268.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-B.ST
AOI.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AOI.ST;266.62;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AOI.ST
GHP.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GHP.ST;266.08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GHP.ST
ENRO-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENRO-PREF.ST;265.85;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENRO-PREF.ST
NDX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDX.ST;264.21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDX.ST
NEXAM.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEXAM.ST;262.01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEXAM.ST
TREL-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TREL-B.ST;261.44;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TREL-B.ST
KIND-SDB.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KIND-SDB.ST;257.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KIND-SDB.ST
KINV-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KINV-A.ST;254.7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KINV-A.ST
WTX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WTX.ST;254.46;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WTX.ST
PROF-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PROF-B.ST;254.4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PROF-B.ST
PCAT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PCAT.ST;254.26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PCAT.ST
ICTA-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ICTA-B.ST;254.14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ICTA-B.ST
JM.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JM.ST;252.67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JM.ST
GHUS-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GHUS-B.ST;252.12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GHUS-B.ST
KAHL.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAHL.ST;251.68;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAHL.ST
SVIK.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVIK.ST;251.32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVIK.ST
AM1S.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AM1S.ST;251.17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AM1S.ST
RATO-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RATO-A.ST;249.7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RATO-A.ST
HLDX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HLDX.ST;248.3;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HLDX.ST
IRLAB-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IRLAB-A.ST;247;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IRLAB-A.ST
