NAMESHORT;NAME;URL;VALUE;NAME_NORDNET
CLAS-B.ST;CLAS OHLSON B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLAS-B.ST;141.06;
GTAB%20B;GLYCOREX TRANSPLANTATION B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GTAB%20B;139.75;
SWED-A.ST;SWEDBANK A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWED-A.ST;139.73;
XMR.ST;XMREALITY;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMR.ST;139.42;
BONAV-B.ST;BONAVA B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BONAV-B.ST;139.16;
AUTO.ST;VA AUTOMOTIVE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AUTO.ST;139.07;
TALK.ST;TALKPOOL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TALK.ST;138.91;
A1M-TO.ST;A1M PHARMA SUBSCR OPT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=A1M-TO.ST;138.25;
CFISH.ST;CRUNCHFISH;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CFISH.ST;138.08;
DDM.ST;DDM HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DDM.ST;137.65;
ASSA-B.ST;ASSA ABLOY B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ASSA-B.ST;137.62;
MSON-A.ST;MIDSONA A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSON-A.ST;137.31;
SEB-A.ST;SE BANKEN A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEB-A.ST;137.31;
AXFO.ST;AXFOOD;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AXFO.ST;136.97;
CATE.ST;CATENA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CATE.ST;136.74;
CCOR-B.ST;CONCORDIA MARITIME B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CCOR-B.ST;136.64;
SKA-B.ST;SKANSKA B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKA-B.ST;136.04;
ICA.ST;ICA GRUPPEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ICA.ST;135.76;
TGATE.NGM;THREE GATES;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TGATE.NGM;135.62;
SWMA.ST;SWEDISH MATCH;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWMA.ST;135.52;
HIFA-B.ST;HIFA B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HIFA-B.ST;135.49;
CLEMO.ST;CLEAN MOTION;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLEMO.ST;135.39;
SONE.ST;SONETEL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SONE.ST;134.71;
EDGE.ST;EDGEWARE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EDGE.ST;134.25;
XSPX.ST;DB X-TRACKERS S&P 500 ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XSPX.ST;134.24;
XACT-SMABOLAG.ST;XACT SVENSKA SMABOLAG UCITS ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-SMABOLAG.ST;133.75;
FIRE.ST;FIREFLY;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FIRE.ST;133.36;
HOLM-A.ST;HOLMEN A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOLM-A.ST;132.52;
ALCA.ST;ALCADON GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALCA.ST;132.1;
SCA-B.ST;SVENSKA CELLULOSA B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCA-B.ST;132.01;
DIOS.ST;DIOS FASTIGHETER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DIOS.ST;131.92;
DMYD-B.ST;DIAMYD MEDICAL B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DMYD-B.ST;131.3;
BONAV-A.ST;BONAVA A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BONAV-A.ST;130.87;
SCST.ST;SCANDI STANDARD;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCST.ST;130.87;
KLOV-PREF.ST;KLOVERN PREF CNV PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-PREF.ST;130.86;
66669.ST;ALLTELE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=66669.ST;130.17;
CORE-PREF.ST;COREM PROPERTY GROUP PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CORE-PREF.ST;129.45;
AXIC-A.ST;AXICHEM A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AXIC-A.ST;128.72;
BIOS.ST;BIOSERVO TECHNOLOGIES;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIOS.ST;128.4;
ELOS-B.ST;ELOS MEDTECH;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELOS-B.ST;128.4;
AMAST-PREF.ST;AMASTEN HOLDING PREF SHS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AMAST-PREF.ST;128.31;
SEYE.ST;SMART EYE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEYE.ST;128.17;
RTC.ST;RETHINKING CARE SWEDEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RTC.ST;128.02;
XMEM.ST;DB X-TRACKERS MSCI EM ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMEM.ST;127.6;
VOLO.ST;VOLATI;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLO.ST;127.13;
CAT-A.ST;CATELLA A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAT-A.ST;126.78;
GPX.ST;GASPOROX;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GPX.ST;126.65;
PDX.ST;PARADOX INTERACTIVE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PDX.ST;126.59;
SECI.ST;SECITS HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECI.ST;126.48;
SOF-B.ST;SOFTRONIC B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOF-B.ST;126.29;
SRNKE-B.ST;SERNEKE GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SRNKE-B.ST;126.18;
XACT-NORDEN-30.ST;XACT NORDEN 30 ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-NORDEN-30.ST;125.73;
DRIL.ST;DRILLCON;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DRIL.ST;125.61;
ADDERA.ST;ADDERACARE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ADDERA.ST;125.56;
NICKE.NGM;NICKEL MOUNTAIN RESOURCES;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICKE.NGM;125.23;
ISR.ST;ISR IMMUNE SYSTEM REGULATION HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ISR.ST;125.19;
ERIC-A.ST;ERICSSON A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ERIC-A.ST;125.14;
MACK-B.ST;MACKMYRA SVENSK WHISKEY B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MACK-B.ST;125.07;
ANNX.ST;ANNEXIN PHARMACEUTICALS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ANNX.ST;124.35;
GAPW-TO-1B.ST;GAPWAVES SUBSCR OPT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GAPW-TO-1B.ST;124.3;
HEIM-PREF.ST;HEIMSDATEN PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEIM-PREF.ST;124.3;
AKEL-PREF.ST;AKELIUS RESIDENTIAL PREF PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AKEL-PREF.ST;123.53;
CHRO.ST;CHROMOGENICS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CHRO.ST;123.51;
FIL.ST;FILO MINING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FIL.ST;122.75;
PALS-B.ST;PALLAS GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PALS-B.ST;122.42;
IPCO.ST;INTERNATIONAL PETROLEUM CORPORATION;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IPCO.ST;122.17;
SAGA-PREF.ST;SAGAX PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-PREF.ST;122.16;
CLA-B.ST;CLOETTA B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLA-B.ST;121.89;
SYSR.ST;SYSTEMAIR;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SYSR.ST;120.6;
HUM.ST;HUMANA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUM.ST;120.32;
VICP-PREF.ST;VICTORIA PARK PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP-PREF.ST;119.92;
HEMF-PREF.ST;HEMFOSA FASTIGHETER PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMF-PREF.ST;119.85;
GUGEO.NGM;GUIDELINE GEO;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GUGEO.NGM;119.72;
BTS-B.ST;BTS GROUP B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BTS-B.ST;119.56;
BALD-PREF.ST;FASTIGHETS AB BALDER PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BALD-PREF.ST;119.46;
PRCO-B.ST;PRECIO FISHBONE B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRCO-B.ST;119.33;
ZAPLOX.ST;ZAPLOX;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZAPLOX.ST;118.82;
B3IT.ST;B3IT MANAGEMENT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=B3IT.ST;118.75;
UFLX-B.ST;UNIFLEX B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UFLX-B.ST;118.66;
INDEX.ST;INDEX PHARMACEUTICALS HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDEX.ST;118.58;
XMWO.ST;DBX MSCI WORLD ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMWO.ST;118.54;
MIPS.ST;MIPS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIPS.ST;117.73;
BRG-B.ST;BERGS TIMBER B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRG-B.ST;117.27;
ORGC.ST;ORGANOCLICK;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORGC.ST;116.93;
DUST.ST;DUSTIN GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DUST.ST;116.86;
AIK-B.NGM;AIK FOTBALL B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AIK-B.NGM;115.98;
LUMI.ST;LUNDIN MINING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUMI.ST;115.03;
CMOTEC-B.ST;SCANDINAVIAN CHEMOTECH;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CMOTEC-B.ST;114.96;
SDIP-PREF.ST;SDIPTECH PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDIP-PREF.ST;114.78;
POOL-B.ST;POOLIA B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POOL-B.ST;114.65;
AVEG-B.ST;AVEGA GROUP ser. B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AVEG-B.ST;114.32;
MPI.ST;MEDICAL PROGNOSIS INSTITUTE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MPI.ST;114.22;
K2A-PREF.ST;K2A KNAUST & AND ANDERSSON FASTIGHET;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=K2A-PREF.ST;113.65;
POLYG.ST;POLYGIENE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLYG.ST;113.24;
MTG-A.ST;MTG A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-A.ST;113.14;
KAPIAB.ST;KALLEBACK PROPERTY INVEST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAPIAB.ST;112.95;
IVACC.ST;INTERVACC;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVACC.ST;112.94;
TLSN.ST;TELIA COMPANY;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TLSN.ST;111.59;
OBDU-PREF-B.NGM;OBDUCAT PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBDU-PREF-B.NGM;110.47;
ZETA-PREF.ST;ZETADISPLAY PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZETA-PREF.ST;110.23;
VOLO-PREF.ST;VOLATI PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLO-PREF.ST;109.98;
XACT-BEAR.ST;XACT BEAR ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BEAR.ST;109.93;
SAGA-D.ST;SAGAX LINE D;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-D.ST;109.3;
TFBANK.ST;TF BANK;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TFBANK.ST;109.25;
AHSL.ST;AHLSELL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AHSL.ST;109.08;
BRIN-B.ST;BRINOVA FASTIGHETER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRIN-B.ST;109.04;
EXPRS2.ST;EXPRES2ION BIOTECH HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EXPRS2.ST;109.04;
AINO.ST;AINO HEALTH;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AINO.ST;108.93;
IQSE.NGM;IQS ENERGI KOMFORT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IQSE.NGM;108.58;
BUSER.ST;BAMBUSER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BUSER.ST;108.57;
NTEK-B.ST;NOVOTEK B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTEK-B.ST;108.39;
ELEC.ST;ELECTRA GRUPPEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELEC.ST;108.37;
OLDM.ST;OLD MUTUAL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OLDM.ST;108.2;
ENG.ST;INTERNATIONELLA ENGELSKA SKOLAN I SV;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENG.ST;107.87;
DEFL-B.ST;DEFLAMO B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DEFL-B.ST;107.8;
ENERS.ST;ENERSIZE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENERS.ST;107.53;
MULT.NGM;MULTIDOCKER CARGO HANDLING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULT.NGM;107.07;
AXIS.ST;AXIS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AXIS.ST;106.99;
BRAV.ST;BRAVIDA HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRAV.ST;106.58;
SAS-PREF.ST;SAS PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAS-PREF.ST;106.31;
BIOVIC-B.ST;BIOVICA INTERNATIONAL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIOVIC-B.ST;106.17;
TRENT.ST;TRENTION;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRENT.ST;105.83;
NWG.ST;NORDIC WATERPROOFING HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NWG.ST;105.63;
MATRA.ST;MATRA PETROLEUM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MATRA.ST;105.26;
HANC-PREF-A.ST;HANCAP PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HANC-PREF-A.ST;105.21;
ATIC.ST;ACTIC GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ATIC.ST;104.89;
RENT.NGM;RENTUNDER HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RENT.NGM;104.77;
EFFP.ST;EFFNETPLATTFORMEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EFFP.ST;104.67;
TOBIN.ST;TOBIN PROPERTIES;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN.ST;104.34;
AMBEA.ST;AMBEA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AMBEA.ST;104.29;
ABIGR.NGM;ABELCO INVESTMENT GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ABIGR.NGM;102.93;
CBTT-B.ST;CHRISTIAN BERNER TECH TRADE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CBTT-B.ST;102.93;
UNIBAP.ST;UNIBAP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UNIBAP.ST;102.52;
OP-PREF.ST;OSCAR PROPERTIES PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREF.ST;102.47;
SDIP-B.ST;SDIPTECH;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDIP-B.ST;101.68;
MTRS.ST;MUNTERS GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTRS.ST;101.66;
QUART-PREF.ST;QUARTIERS PROPERTIES PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=QUART-PREF.ST;100.62;
GENO.ST;GENOVIS B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GENO.ST;100.28;
BOOZT.ST;BOOZT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BOOZT.ST;100.21;
ESSITY-B.ST;ESSITY;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ESSITY-B.ST;100.13;
SAPIAB.ST;SALTANGEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAPIAB.ST;100.09;
BONG.ST;BONG;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BONG.ST;99.9;
SUSW.ST;SURGICAL SCIENCE SWEDEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SUSW.ST;99.85;
ESSITY-A.ST;ESSITY;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ESSITY-A.ST;99.52;
ALM-PREF.ST;ALM PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALM-PREF.ST;99.31;
DIAH.ST;DIADROM HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DIAH.ST;99.06;
FOOT-PREF.ST;FOOTWAY GROUP PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FOOT-PREF.ST;98.78;
AGORA-PREF.ST;AGORA PREF PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AGORA-PREF.ST;98.65;
HOGK-PREF-A.ST;AKTIEBOLAGET HOGKULLEN PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOGK-PREF-A.ST;98.49;
SECARE.ST;SWEDENCARE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECARE.ST;98.38;
NTGRP.NGM;NET TRADING GROUP NTG;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTGRP.NGM;98.28;
SSM.ST;SSM HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSM.ST;98.24;
FPAR-PREF.ST;FASTPARTNER PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPAR-PREF.ST;98.06;
TANGI.ST;TANGIAMO TOUCH TECHNOLOGY;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TANGI.ST;97.85;
HEBA-B.ST;HEBA FASTIGHETS B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEBA-B.ST;97.69;
ISOFOL.ST;ISOFOL MEDICAL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ISOFOL.ST;97.31;
PEGRO-PREF.ST;PEGROCO INVEST PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEGRO-PREF.ST;96.98;
INSTAL.ST;INSTALCO INTRESSENTER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INSTAL.ST;96.75;
MAXF.ST;MAXFASTIGHETER I SVERIGE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXF.ST;96.47;
NHCBHFFS.ST;NORTHERN HORIZON CAPITAL ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NHCBHFFS.ST;96.38;
XACTHDIV.ST;XACTHDIV ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACTHDIV.ST;95.5;
FMM-B.ST;FM MATTSSON MORA GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FMM-B.ST;94.64;
ATORX.ST;ALLIGATOR BIOSCIENCE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ATORX.ST;93.97;
GPG-PREF.ST;GENOVA PROPERTY GROUP PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GPG-PREF.ST;93.25;
MCOV-B.ST;MEDICOVER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCOV-B.ST;93.15;
OP-PREFB.ST;OSCAR PROPERTIES HOLDING PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREFB.ST;92.69;
BYGGP.ST;BYGGPARTNER I DALARNA HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BYGGP.ST;92.59;
TERRNT-B.ST;TERRANET HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TERRNT-B.ST;92.3;
IVISYS.ST;IVISYS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVISYS.ST;92.18;
KARE.ST;KARESSA PHARMA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KARE.ST;88.62;
ADDV-B.ST;ADDVISE GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ADDV-B.ST;87.19;
MAXK.ST;MAXKOMPETENS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXK.ST;86.65;
NAXS.ST;NAXS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NAXS.ST;86.44;
DELARK.ST;DELARKA HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DELARK.ST;86.07;
AERO.ST;SVENSKA AEROGEL HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AERO.ST;85.22;
CLDRE-B.NGM;CLOUDREPUBLIC;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLDRE-B.NGM;84.66;
MIDW-B.ST;MIDWAY HOLDING B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIDW-B.ST;83.68;
SINT.ST;SINTERCAST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SINT.ST;82.27;
TCC.ST;TC CONNECT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCC.ST;81.78;
ACARIX.ST;ACARIX;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ACARIX.ST;81.21;
FRISQ.ST;FRISQ HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FRISQ.ST;81.06;
ALELIO.ST;ALELION ENERGY SYSTEMS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALELIO.ST;80.99;
XESC.ST;DBX ES50 DR 1C ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XESC.ST;80.27;
MOMENT.ST;MOMENT GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOMENT.ST;80.2;
ARCOMA.ST;ARCOMA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARCOMA.ST;79.58;
HAV-B.ST;HAVSFRUN INVESTMENT B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HAV-B.ST;77.86;
SARSYS.NGM;SCANDINAVIAN AIRPORT AND ROAD SYSTEM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SARSYS.NGM;73.08;
KDEV.ST;KAROLINSKA DEV;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KDEV.ST;72.75;
RISEN.NGM;RIPASSO ENERGY;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RISEN.NGM;72.11;
MULQ.ST;MULTIQ INTERNATIONAL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULQ.ST;71.57;
LIFE%20B;LIFEASSAYS B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIFE%20B;71.14;
TEONE.ST;TARGETEVERYONE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEONE.ST;65;
BRIOX.NGM;BRIOX;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRIOX.NGM;64.04;
INTU.ST;INTUITIVE AERIAL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INTU.ST;63.87;
ELN.ST;ELLEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELN.ST;61.4;
ALELIO-TO-1.ST;ALELION ENERGY SYSTEMS SUBSCR OPT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALELIO-TO-1.ST;58.92;
ULED.NGM;UNI-LIGHT LED;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ULED.NGM;57.57;
WESC.ST;WESC;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WESC.ST;40.79;
TOBIN-PREF.ST;TOBIN PROPERTIES PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN-PREF.ST;38.26;
43464.ST;STOCKWIK FORVALTNING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=43464.ST;19.59;
BWL.ST;BRINGWELL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BWL.ST;0;
MIND.ST;MINDMANCER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIND.ST;0;
NOMI.ST;NORDIC MINES;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOMI.ST;0;
