NAMESHORT;NAME;URL;VALUE;NAME_NORDNET
GARO.ST;GARO;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GARO.ST;229.36;
ALON-B.NGM;ARCHELON;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALON-B.NGM;228.72;
AZN.ST;ASTRAZENECA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AZN.ST;228.53;
CAPAC.ST;CAPACENT HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAPAC.ST;227.44;
HLDX.ST;HALDEX;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HLDX.ST;226.28;
CINN.ST;CINNO FIN TECH;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CINN.ST;225.88;
NOBI.ST;NOBIA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBI.ST;225.64;
MVIR-B.ST;MEDIVIR B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MVIR-B.ST;225.45;
REJL-B.ST;REJLERS B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=REJL-B.ST;224.95;
NIL-B.ST;NILORNGRUPPEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIL-B.ST;224.16;
STRAX.ST;STRAX;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STRAX.ST;223.65;
NOTE.ST;NOTE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOTE.ST;222.7;
SKIS-B.ST;SKISTAR B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKIS-B.ST;222.68;
EOS.ST;EOS RUSSIA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EOS.ST;222.44;
VBG-B.ST;VBG B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VBG-B.ST;221.82;
JAYS.ST;JAYS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JAYS.ST;221.08;
LUND-B.ST;LUNDBERGFORETAGEN B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUND-B.ST;220.45;
KAHL.ST;KAPPAHL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAHL.ST;220.34;
ODD.ST;ODD MOLLY INTERNATIONAL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ODD.ST;220.17;
GREAT.ST;GREATER THAN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GREAT.ST;219.03;
NMAN.ST;NEDERMAN HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NMAN.ST;218.53;
COIC.ST;CONCENTRIC;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COIC.ST;217.66;
AQ.ST;AROS QUALITY;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AQ.ST;217.46;
PACT.ST;PROACT IT GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PACT.ST;217.28;
VOLV-B.ST;VOLVO B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLV-B.ST;217.24;
NEWA-B.ST;NEW WAVE GROUP B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEWA-B.ST;216.8;
COMPI.NGM;COMPUTER INNOVATION I VAXJO;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COMPI.NGM;216.64;
NIBE-B.ST;NIBE INDUSTRIER B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIBE-B.ST;215.04;
AAK.ST;AARHUSKARLSHAMN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AAK.ST;214.45;
CONS-B.ST;CONSILIUM B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CONS-B.ST;214.21;
MAHA-A-TO-1.ST;MAHA ENERGY SUBSCR OPT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAHA-A-TO-1.ST;213.4;
CASO.ST;CASSANDRA OIL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CASO.ST;212.85;
SAXG.ST;SAXLUND GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAXG.ST;212.48;
TCT.ST;TCT TECH SWEDEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCT.ST;212.44;
ENZY.ST;ENZYMATICA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENZY.ST;212.38;
XACT-BULL-2.ST;XACT BULL2 ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BULL-2.ST;212.26;
NEPA.ST;NEPA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEPA.ST;212.23;
PNVA.NGM;PAYNOVA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNVA.NGM;212.13;
STE-A.ST;STORA ENSO A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STE-A.ST;211.6;
HPOL-B.ST;HEXPOL B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HPOL-B.ST;211.56;
LAMM-B.ST;LAMMHULTS DESIGN GROUP B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAMM-B.ST;210.04;
LEX.ST;LEXINGTON COMPANY;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LEX.ST;209.92;
INDU-C.ST;INDUSTRIVARDEN C;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDU-C.ST;209.82;
LATO-B.ST;LATOUR INVESTMENT B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LATO-B.ST;209.66;
INDU-A.ST;INDUSTRIVARDEN A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDU-A.ST;209.39;
SWEC-B.ST;SWECO B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWEC-B.ST;208.98;
TRAC-B.ST;TRACTION B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRAC-B.ST;208.54;
INVE-B.ST;INVESTOR B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INVE-B.ST;208.21;
AVT-B.ST;AVTECH SWEDEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AVT-B.ST;207.93;
CRED-A.ST;CREADES A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CRED-A.ST;207.92;
VEMF-SDB.ST;VOSTOK EMERGING FINANCE SDR;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VEMF-SDB.ST;207.49;
NET-B.ST;NETENT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NET-B.ST;207.33;
SOSIL.NGM;SOTKAMO SILVER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOSIL.NGM;207.05;
ADDT-B.ST;ADDTECH B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ADDT-B.ST;205.26;
ARP.ST;ARCTIC PAPER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARP.ST;205.04;
MSON-B.ST;MIDSONA B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSON-B.ST;204.73;
SOLT.ST;SOLTECH ENERGY;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOLT.ST;204.65;
FNMA-PREF.ST;FNMA PREF PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FNMA-PREF.ST;203.85;
ELTEL.ST;ELTEL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELTEL.ST;203.25;
FABG.ST;FABEGE AB;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FABG.ST;203.1;
ORTI-B.ST;ORTIVUS B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORTI-B.ST;202.52;
WIHL.ST;WIHLBORGS FASTIGHETER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WIHL.ST;202.31;
KINV-B.ST;KINNEVIK B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KINV-B.ST;201.71;
STEF-B.ST;STENDORREN FASTIGHETER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STEF-B.ST;201.56;
BULTEN.ST;BULTEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BULTEN.ST;201.36;
IS.ST;IMAGE SYSTEMS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IS.ST;201.3;
KAN.ST;KANCERA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAN.ST;201.27;
ANOD-B.ST;ADDNODE GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ANOD-B.ST;200.43;
HUSQ-A.ST;HUSQVARNA A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-A.ST;200.25;
BEIJ-B.ST;BEIJER REF AB;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BEIJ-B.ST;200.18;
LIDDS.ST;LIDDS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIDDS.ST;200.12;
SWOL-B.ST;SWEDOL B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWOL-B.ST;199.54;
LUG.ST;LUNDIN GOLD;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUG.ST;199.4;
KNOW.ST;KNOW IT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KNOW.ST;199.02;
TEL2-A.ST;TELE2 A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEL2-A.ST;198.82;
SECU-B.ST;SECURITAS B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECU-B.ST;198.81;
STE-R.ST;STORA ENSO R;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STE-R.ST;198.74;
PEAB-B.ST;PEAB B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEAB-B.ST;198.68;
BILI-A.ST;BILIA A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BILI-A.ST;198.54;
MCAP.ST;MEDCAP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCAP.ST;198.31;
STW.ST;SEATWIRL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STW.ST;198.11;
NUE.ST;NUEVOLUTION;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NUE.ST;197.37;
BILL.ST;BILLERUD KORSNAS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BILL.ST;197.06;
BETS-B.ST;BETSSON B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BETS-B.ST;196.93;
INWI.ST;INWIDO;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INWI.ST;196.89;
ZZ-B.ST;ZINZINO AB;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZZ-B.ST;196.77;
NDA-SEK.ST;NORDEA BANK;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDA-SEK.ST;196.46;
PFE.ST;PFIZER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PFE.ST;196.25;
AF-B.ST;AF B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AF-B.ST;195.88;
UTG.ST;UNLIMITED TRAVEL GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UTG.ST;195.49;
WISE.ST;WISE GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WISE.ST;195.27;
PRIC-B.ST;PRICER B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRIC-B.ST;194.99;
MELK.ST;MELKER SCHORLING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MELK.ST;194.77;
REZT.ST;REZIDOR HOTEL GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=REZT.ST;194.23;
SPRINT.ST;SPRINT BIOSCIENCE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPRINT.ST;193.8;
XINT.ST;XINTELA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XINT.ST;193.64;
OBAB.ST;ONLINE BRANDS NORDIC;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBAB.ST;192.85;
KONT.ST;KONTIGO CARE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KONT.ST;191.5;
ARISE.ST;ARISE AB;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARISE.ST;191.36;
VOLV-A.ST;VOLVO A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLV-A.ST;190.41;
SKF-A.ST;SKF A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKF-A.ST;190.06;
HEMF.ST;HEMFOSA FASTIGHETER AB;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMF.ST;189.21;
RNBS.ST;RETAIL AND BRANDS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RNBS.ST;188.86;
BORG.ST;BJORN BORG;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BORG.ST;188.65;
ELUX-B.ST;ELECTROLUX B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELUX-B.ST;187.6;
INVE-A.ST;INVESTOR A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INVE-A.ST;187.56;
SAGA-B.ST;SAGAX B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-B.ST;187.06;
CTM.ST;CATENA MEDIA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CTM.ST;186.68;
VNV-SDB.ST;VOSTOK NEW VENTURES SDR;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VNV-SDB.ST;186.51;
MTG-B.ST;MODERN TIMES GROUP MTG B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-B.ST;186.33;
AAC.ST;AAC MICROTEC;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AAC.ST;185.63;
EOLU-B.ST;EOLUS VIND B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EOLU-B.ST;185.52;
CORE.ST;COREM PROPERTY GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CORE.ST;185.38;
NCC-B.ST;NCC B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-B.ST;185.34;
SECT-B.ST;SECTRA B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECT-B.ST;184.83;
NCC-A.ST;NCC A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-A.ST;184.61;
BEIA-B.ST;BEIJER ALMA B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BEIA-B.ST;184.32;
ABB.ST;ABB LTD N;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ABB.ST;184.14;
CCC.ST;CAVOTEC;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CCC.ST;183.39;
SKF-B.ST;SKF B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKF-B.ST;183.13;
XACT-BEAR-2.ST;XACT BEAR2 ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BEAR-2.ST;182.02;
COMH.ST;COM HEM HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COMH.ST;181.66;
GRNG.ST;GRANGES;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GRNG.ST;181.04;
ATRLJ-B.ST;ATRIUM LJUNGBERG B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ATRLJ-B.ST;180.53;
INISS-B.ST;INISSION;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INISS-B.ST;180.12;
PIEZO.ST;PIEZOMOTOR UPPSALA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PIEZO.ST;179.73;
ALIRA-B.ST;ALIGERA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALIRA-B.ST;179.67;
HOFI.ST;HOIST FINANCE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOFI.ST;178.67;
BALD-B.ST;FASTIGHETS BALDER B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BALD-B.ST;178.6;
AROC.ST;AROCELL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AROC.ST;177.74;
LEO.ST;LEOVEGAS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LEO.ST;177.16;
HUSQ-B.ST;HUSQVARNA B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-B.ST;177.13;
IJ.ST;INTRUM JUSTITIA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IJ.ST;175.89;
MEKO.ST;MEKONOMEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEKO.ST;175.41;
SAND.ST;SANDVIK;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAND.ST;175.32;
KLAR.ST;KLARIA PHARMA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLAR.ST;175.08;
XACT-BULL.ST;XACT BULL ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BULL.ST;174.72;
LIAB.ST;LINDAB INTERNATIONAL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIAB.ST;174.71;
WALL-B.ST;WALLENSTAM B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WALL-B.ST;174.2;
HANZA.ST;HANZA HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HANZA.ST;173.68;
SF.ST;STILLFRONT GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SF.ST;173.62;
ATT.ST;ATTENDO;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ATT.ST;173.43;
ELUX-A.ST;ELECTROLUX A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELUX-A.ST;171.37;
RATO-B.ST;RATOS B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RATO-B.ST;171.26;
ALIF-B.ST;ADDLIFE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALIF-B.ST;170.89;
HEMC-TO1.ST;HEMCHECK SWEDEN SUBSCR OPT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMC-TO1.ST;170.51;
DOM.ST;DOMETIC GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DOM.ST;170.22;
ATCO-B.ST;ATLAS COPCO B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ATCO-B.ST;169.38;
RROS.ST;ROTTNEROS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RROS.ST;169.17;
CELLNK-B.ST;CELLINK;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CELLNK-B.ST;168.46;
SVOL-A.ST;SVOLDER A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVOL-A.ST;168.43;
GAPW-B.ST;GAPWAVES;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GAPW-B.ST;167.91;
BRIG-TO3.ST;BRIGHTER SUBSCR OPT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRIG-TO3.ST;166.86;
DUNI.ST;DUNI;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DUNI.ST;166.12;
NICO.ST;NICOCCINO HOLD;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICO.ST;166.1;
RESURS.ST;RESURS HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RESURS.ST;165.51;
XACT-OMXSB-UTD.ST;XACT OMXSB Utd ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-OMXSB-UTD.ST;165.51;
DURC-B.ST;DUROC B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DURC-B.ST;163.32;
VRG-B.ST;VENUE B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VRG-B.ST;162.05;
ONCO.ST;ONCOPEPTIDES;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ONCO.ST;161.93;
FPIP.ST;FORMPIPE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPIP.ST;161.3;
HOLM-B.ST;HOLMEN B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOLM-B.ST;161.24;
SCA-A.ST;SVENSKA CELLULOSA A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCA-A.ST;160.46;
PLAZ-B.ST;PLATZER FASTIGHETER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PLAZ-B.ST;160.36;
AVEN.ST;AVENSIA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AVEN.ST;159.3;
ALFA.ST;ALFA LAVAL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALFA.ST;159.2;
ACAD.ST;ACADEMEDIA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ACAD.ST;158.51;
ATCO-A.ST;ATLAS COPCO A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ATCO-A.ST;157.96;
MQ.ST;MQ HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MQ.ST;157.91;
CLX.ST;CLX COMMUNICATIONS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLX.ST;157.74;
SHB-A.ST;SVENSKA HANDELSBANKEN A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHB-A.ST;157.47;
HEXA-B.ST;HEXAGON B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEXA-B.ST;157.42;
SOBI.ST;SWEDISH ORPHAN BIOVITRUM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOBI.ST;155.44;
MANTEX.ST;MANTEX;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MANTEX.ST;155.3;
BELE.ST;BEIJER ELECTRONICS GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BELE.ST;155.14;
SJR-B.ST;SJR B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SJR-B.ST;154.9;
CAST.ST;CASTELLUM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAST.ST;154.85;
SHB-B.ST;HANDELSBANKEN B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHB-B.ST;154.32;
NOKIA-SEK.ST;NOKIA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOKIA-SEK.ST;153.87;
PREV-B.ST;PREVAS B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PREV-B.ST;153.51;
TIEN.ST;TIETO;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TIEN.ST;153.3;
BMAX.ST;BYGGMAX GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BMAX.ST;153.29;
TEL2-B.ST;TELE2 B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEL2-B.ST;153.24;
SEB-C.ST;SE BANKEN C;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEB-C.ST;152.68;
SIMRIS-B.ST;SIMRIS ALG;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SIMRIS-B.ST;152.27;
XACT.ST;XACT OMX30 ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT.ST;152.04;
MAHA-A.ST;MAHA ENERGY;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAHA-A.ST;151.84;
ERIC-B.ST;ERICSSON B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ERIC-B.ST;151.31;
BRE2.ST;BREDBAND2 I SKANDINAVIEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRE2.ST;151.19;
SVED-B.ST;SVEDBERGS I DALSTORP B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVED-B.ST;150.97;
AMAST.ST;AMSTEN HOLDING B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AMAST.ST;150.89;
SHOT.ST;SCANDIC HOTELS GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHOT.ST;150.42;
HM-B.ST;HENNES & MAURITZ B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HM-B.ST;150.2;
MINEST.ST;MINESTO;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MINEST.ST;150.07;
HUFV-A.ST;HUFVUDSTADEN A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUFV-A.ST;149.89;
NP3.ST;NP3 FASTIGHETER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NP3.ST;149.13;
OEM-B.ST;OEM INTERNATIONAL B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OEM-B.ST;148.85;
ALLG-B.ST;ALLGON B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALLG-B.ST;148.04;
GETI-B.ST;GETINGE B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GETI-B.ST;147.55;
CAPIO.ST;CAPIO;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAPIO.ST;146.95;
GUNN.ST;GUNNEBO;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GUNN.ST;146.93;
EAST.ST;EASTNINE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EAST.ST;146.87;
PNDX-B.ST;PANDOX;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNDX-B.ST;146.15;
THULE.ST;THULE GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=THULE.ST;145.48;
PRLD.NGM;PROLIGHT DIAGNOSTICS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRLD.NGM;145.17;
HOYLU.ST;HOYLU;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOYLU.ST;144.8;
KLED.ST;KUNGSLEDEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLED.ST;144.44;
CYXO.ST;CYXONE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CYXO.ST;143.5;
NGS.ST;NGS GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NGS.ST;143.04;
MEAB-B.ST;MALMBERGS ELEKTRISKA B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEAB-B.ST;141.88;
AGES-B.ST;AGES INDUSTRI;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AGES-B.ST;141.71;
AAC-TO1.ST;AAC MICROTEC SUBSCR OPT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AAC-TO1.ST;141.14;
