INDEX.ST;INDEX PHARMACEUTICALS HOLDING;STAY IN CASH;4.94;5.1;4.9;5.1;0;38,222
INDT.ST;INDUTRADE;STAY LONG;193.6;194.7;192.5;193.7;0.05;159,812
INDU-A.ST;INDUSTRIVARDEN A;BUY;199;202.6;199;202.3;1.86;164,081
INDU-C.ST;INDUSTRIVARDEN C;STAY LONG;189;192.2;189;191.7;1.86;485,365
INISS-B.ST;INISSION;STAY IN CASH;52.5;52.5;50.5;50.5;-4.27;5,6
INSTAL.ST;INSTALCO INTRESSENTER;STAY IN CASH;65;65;64.5;65;1.56;6,557
INTU.ST;INTUITIVE AERIAL;STAY IN CASH;1.25;1.3;1.2;1.21;-6.92;62,765
INVE-A.ST;INVESTOR A;STAY LONG;364.4;368.5;364.4;365.2;0.38;72,875
INVE-B.ST;INVESTOR B;STAY LONG;372.1;375.9;372.1;374.4;0.75;911,074
INWI.ST;INWIDO;STAY LONG;101.5;103;101.25;101.75;-0.49;144,005
IPCO.ST;INTERNATIONAL PETROLEUM CORPORATION;STAY IN CASH;27.1;28.2;26.8;27.2;-0.73;279,055
IQSE.NGM;IQS ENERGI KOMFORT;STAY SHORT;3.35;3.39;3.1;3.35;5.35;39,844
IRLAB-A.ST;IRLAB THERAPEUTICS;SELL;154.5;154.5;151;151;-1.31;26,84
IS.ST;IMAGE SYSTEMS;STAY IN CASH;2.11;2.12;2.05;2.08;-0.95;50,797
ISOFOL.ST;ISOFOL MEDICAL;STAY IN CASH;21.3;21.9;20.1;20.3;-4.25;79,433
ISR.ST;ISR IMMUNE SYSTEM REGULATION HOLDING;BUY;5.55;6.45;5.2;6.1;11.93;17,054
ITAB-B.ST;ITAB SHOP CONCEPT;STAY LONG;67.75;70;67;68.25;0.74;12,685
IVACC.ST;INTERVACC;STAY IN CASH;8;8.45;8;8.45;3.05;3,837
IVISYS.ST;IVISYS;STAY IN CASH;6.15;6.35;6;6.2;0;3,73
IVSO.ST;INVISIO COMMUNICATIONS;STAY LONG;70.75;71.5;69;71;1.43;153,043
JAYS.ST;JAYS;STAY LONG;1.8;1.8;1.66;1.67;-7.73;16,85
JLT.ST;JLT MOBILE;STAY IN CASH;4.46;4.51;4.4;4.5;0.45;45,76
JM.ST;JM;STAY IN CASH;255;258.6;252.8;258.3;1.29;602,265
K2A-PREF.ST;K2A KNAUST & AND ANDERSSON FASTIGHET;STAY IN CASH;282;282.5;281;282;0;4,41
KABE-B.ST;KABE HUSVAGNAR B;STAY LONG;208.5;213;208.5;209.5;0.48;1,152
KAHL.ST;KAPPAHL;STAY LONG;45;46.2;45;45.5;1.11;67,022
KAMBI.ST;KAMBI GROUP;BUY;76;77.5;75.25;77.5;4.03;178,566
KAN.ST;KANCERA;STAY IN CASH;2.33;2.34;2.26;2.3;0;212,747
KAPIAB.ST;KALLEBACK PROPERTY INVEST;STAY IN CASH;137;137;136.25;136.5;0.18;1,641
KARE.ST;KARESSA PHARMA;STAY LONG;9.5;10.45;9.5;10.45;0;2,353
KARO.ST;KARO PHARMA;STAY LONG;39;39.1;37.4;38.7;0;359,768
KDEV.ST;KAROLINSKA DEV;STAY SHORT;4.8;4.85;4.7;4.85;-0.41;31,182
KIND-SDB.ST;KINDRED GROUP SDR;STAY LONG;87.65;89;87.15;88.95;1.72;543,003
KINV-A.ST;KINNEVIK A;STAY LONG;258;263.3;258;258.8;0.66;2,441
KINV-B.ST;KINNEVIK B;STAY LONG;240;242;239.7;240.8;0.71;607,195
KLAR.ST;KLARIA PHARMA;STAY LONG;10.5;10.5;9.5;9.75;-5.8;11,872
KLED.ST;KUNGSLEDEN;STAY LONG;53.5;54.1;53.4;53.4;0;337,564
KLOV-A.ST;KLOVERN A;STAY LONG;10.83;11;10.83;10.99;1.48;9,718
KLOV-B.ST;KLOVERN B;STAY LONG;10.96;11;10.84;10.97;-0.27;2,854,348
KLOV-PREF.ST;KLOVERN PREF CNV PRF;STAY LONG;307;308;306.8;307.5;0.26;23,886
KNOW.ST;KNOW IT;STAY LONG;122.25;127;121.5;126.5;3.69;15,542
KOBR MTFB;KOPPARBERGS B;STAY LONG;229;229;225;226.5;-1.09;3,858
KONT.ST;KONTIGO CARE;STAY SHORT;3.25;3.39;3.13;3.38;0.9;111,009
KOPY.ST;KOPY GOLDFIELDS;STAY IN CASH;1.59;1.59;1.55;1.59;-0.63;62,545
LAGR-B.ST;LAGERCRANTZ GROUP B;STAY SHORT;80.5;82.5;80.5;80.75;0.31;12,111
LAMM-B.ST;LAMMHULTS DESIGN GROUP B;STAY SHORT;63.25;64.5;63;64.5;1.98;7,302
LATO-B.ST;LATOUR INVESTMENT B;STAY LONG;101.3;102.1;101;101.3;0.4;76,465
LAUR.ST;LAURITZ.COM;STAY LONG;7.6;8.35;7.5;7.95;11.19;1,481,460
LEO.ST;LEOVEGAS;STAY IN CASH;70.5;73.25;69;73;4.29;334,283
LEX.ST;LEXINGTON COMPANY;STAY IN CASH;20.7;20.7;20.6;20.7;1.97;15,356
LIAB.ST;LINDAB INTERNATIONAL;STAY SHORT;82;82.35;80.65;81.05;-0.92;108,997
LIDDS.ST;LIDDS;STAY LONG;11.6;11.65;11.3;11.45;0;17,794
LIFCO-B.ST;LIFCO B;STAY LONG;262;271.4;262;269;3.46;27,97
LIFE B;LIFEASSAYS B;STAY IN CASH;0.028;0.028;0.026;0.027;0;4,812,714
LLSW-B.ST;LIGHTLAB SWE B;STAY LONG;1.09;1.09;1.05;1.07;-2.73;39,719
LOOM-B.ST;LOOMIS B;STAY SHORT;289.3;292.5;289.3;291;0.41;125,835
LUC.ST;LUCARA DIAMOND;STAY IN CASH;17.7;17.8;17.5;17.5;-0.57;116,405
LUG.ST;LUNDIN GOLD;STAY LONG;33.7;33.8;33;33.4;-0.89;21,075
LUMI.ST;LUNDIN MINING;STAY LONG;61.05;61.85;61.05;61.5;2.16;695,687
LUND-B.ST;LUNDBERGFORETAGEN B;STAY LONG;615.5;621.5;615.5;620;0.73;75,643
LUPE.ST;LUNDIN PETROLEUM;BUY;170.9;172.2;170.3;172.1;0.94;730,657
MACK-B.ST;MACKMYRA SVENSK WHISKEY B;STAY LONG;14.1;14.25;14.05;14.05;0.36;3,514
MAG.ST;MAGNOLIA BOSTAD;STAY SHORT;75;75.75;72.75;75.75;1.34;39,267
MAHA-A.ST;MAHA ENERGY;STAY LONG;6.05;6.2;5.95;6.1;0.83;261,386
MAHA-A-TO-1.ST;MAHA ENERGY SUBSCR OPT;SHORT;1.37;1.37;1;1.34;-7.59;124,746
MANTEX.ST;MANTEX;STAY SHORT;3.4;3.54;3.23;3.4;-0.87;9,65
MATRA.ST;MATRA PETROLEUM;STAY SHORT;6;6;5.8;5.9;0;26,699
MAV.ST;MAVSHACK AB;STAY LONG;0.114;0.118;0.095;0.107;-6.14;4,080,004
MAXF.ST;MAXFASTIGHETER I SVERIGE;BUY;27;27.5;27;27.4;1.48;45,083
MAXK.ST;MAXKOMPETENS;STAY LONG;7.2;7.2;7.05;7.05;0;2,075
MCAP.ST;MEDCAP;STAY LONG;32.5;34.3;32.5;33.9;11.88;131,809
MCNH.NGM;MEDICA CLINICAL NORTH;STAY LONG;0.336;0.36;0.335;0.349;0.87;1,152,537
MCOV-B.ST;MEDICOVER;BUY;61.75;62.75;61;62.25;1.22;82,865
MEAB-B.ST;MALMBERGS ELEKTRISKA B;BUY;114.5;118.25;114.5;118.25;2.83;4,736
MEDR-B.ST;MEDIRATT B;STAY LONG;8.35;8.7;8.25;8.25;-1.2;16,193
MEKO.ST;MEKONOMEN;STAY IN CASH;171.5;173;170.5;171.5;0.59;35,977
MELK.ST;MELKER SCHORLING;STAY LONG;513;516.5;513;515;0.49;14,051
MERT-A.NGM;MERTIVA;STAY LONG;32.6;32.7;32.5;32.6;-0.91;10,947
MIC-SDB.ST;MILLICOM INTERNATIONAL CELLULAR SDR;STAY LONG;498;506;497.6;503;1.47;43,793
MIDW-B.ST;MIDWAY HOLDING B;STAY IN CASH;26.8;26.8;25.6;25.6;-0.78;609
MIND.ST;MINDMANCER;STAY SHORT;7.25;7.4;7.1;7.35;-1.34;17,574
MINEST.ST;MINESTO;STAY SHORT;5.3;5.3;5.2;5.25;-0.94;26,144
MIPS.ST;MIPS;STAY LONG;80;81;79.5;79.75;1.92;10,233
MOB.ST;MOBERG PHARMA;STAY SHORT;38.9;38.9;37.2;37.9;-0.26;78,276
MOMENT.ST;MOMENT GROUP;BUY;17.6;18.1;17.6;18.1;2.84;663
MPI.ST;MEDICAL PROGNOSIS INSTITUTE;SHORT;11;11;10.8;10.8;-0.46;3,364
MQ.ST;MQ HOLDING;STAY IN CASH;31.6;32.1;31.6;32.1;0.31;22,698
MRG.ST;MR GREEN;STAY LONG;49.5;50.75;49.4;50.25;1.11;79,068
MSAB-B.ST;MICRO SYSTEMATION B;STAY LONG;60.25;60.25;57.75;57.75;-3.75;14,651
MSC-B.ST;MSC GROUP;STAY SHORT;2.02;2.05;2.01;2.05;0;20,895
MSON-A.ST;MIDSONA A;BUY;69.5;72.5;69.5;72.5;4.32;264
MSON-B.ST;MIDSONA B;STAY SHORT;45.7;45.7;44.1;45;-1.53;58,512
MTG-A.ST;MTG A;STAY LONG;294.3;295.5;287.5;295.5;0.41;64
MTG-B.ST;MODERN TIMES GROUP MTG B;STAY IN CASH;286.9;290;286.9;287.3;-0.24;113,766
MTRS.ST;MUNTERS GROUP;STAY LONG;71.9;71.9;70.4;70.5;-2.02;288,967
MULQ.ST;MULTIQ INTERNATIONAL;STAY SHORT;0.67;0.67;0.67;0.67;0;87,728
MULT.NGM;MULTIDOCKER CARGO HANDLING;STAY LONG;1.11;1.12;1.08;1.1;0;664,637
MVIR-B.ST;MEDIVIR B;BUY;71.75;73.25;71.25;72.5;0.69;26,342
MYFC.ST;MYFC HOLDING;STAY LONG;27.5;28;27.1;27.6;1.85;242,606
NAXS.ST;NAXS;STAY SHORT;51.5;51.5;51;51;2;59
NCC-A.ST;NCC A;STAY LONG;210;210;206.7;206.7;-0.14;4,777
NCC-B.ST;NCC B;STAY LONG;207.9;209.6;206.6;207.2;-0.05;239,836
NDA-SEK.ST;NORDEA BANK;STAY LONG;106.9;107.4;105.9;107;0.09;6,700,417
NDX.ST;NORDAX GROUP;STAY LONG;43.8;44.6;43.5;44;0.46;93,097
NEPA.ST;NEPA;STAY SHORT;99.75;99.75;91;92.5;-7.5;10,195
NET-B.ST;NETENT;STAY SHORT;75.9;77.65;75.75;77.4;1.91;296,368
NETI-B.ST;NET INSIGHT B;STAY SHORT;5.2;5.35;5.2;5.3;2.91;277,606
NEWA-B.ST;NEW WAVE GROUP B;STAY IN CASH;56;56.25;55;56;0.45;148,303
NEXAM.ST;NEXAM CHEMICAL HOLDING;STAY SHORT;8.6;8.8;8.4;8.6;-1.15;30,861
NGQ.ST;NGEX RESOURCES;STAY LONG;6.15;6.3;5.95;6.3;5;135,464
NGS.ST;NGS GROUP;STAY LONG;51;51;50.5;50.5;-0.98;2,859
NHCBHFFS.ST;NORTHERN HORIZON CAPITAL ETF;STAY IN CASH;11.8;12.1;11.8;12;-0.99;15,582
NIBE-B.ST;NIBE INDUSTRIER B;STAY LONG;73.6;74.05;73.4;73.6;0.62;582,407
NICKE.NGM;NICKEL MOUNTAIN RESOURCES;STAY SHORT;0.44;0.5;0.352;0.412;-3.74;371,657
NICO.ST;NICOCCINO HOLD;STAY IN CASH;3.3;3.48;3.2;3.48;3.88;6,165
NIL-B.ST;NILORNGRUPPEN;STAY IN CASH;83;84.5;83;84.25;1.81;153,369
NMAN.ST;NEDERMAN HOLDING;STAY IN CASH;222;226;216.5;216.5;-1.59;1,631
NOBI.ST;NOBIA;BUY;77.15;78.85;77.15;77.8;0.84;157,043
NOBINA.ST;NOBINA;STAY LONG;41.1;43.5;41.1;43.5;9.57;1,262,047
NOKIA-SEK.ST;NOKIA;BUY;49.41;50.1;49.41;49.79;1.3;830,672
NOLA-B.ST;NOLATO B;STAY LONG;343.5;355.5;343;355.5;3.8;18,418
NOMI.ST;NORDIC MINES;STAY LONG;0.275;0.286;0.275;0.279;0;253,023
NOTE.ST;NOTE;BUY;22.6;23.5;22.5;23;2.22;63,089
NP3.ST;NP3 FASTIGHETER;STAY LONG;47.4;47.5;46.9;47;-0.42;12,248
NTEK-B.ST;NOVOTEK B;BUY;23.7;23.9;23.5;23.8;0.42;8,538
NTGRP.NGM;NET TRADING GROUP NTG;STAY LONG;3.2;3.3;3.1;3.2;-2.44;71,017
NUE.ST;NUEVOLUTION;STAY SHORT;14.9;15.2;14.9;15.2;2.01;18,805
NVP.ST;NEUROVIVE PHARMACEUTICAL;STAY LONG;4.15;4.2;4.03;4.11;-0.96;65,44
NWG.ST;NORDIC WATERPROOFING HOLDING;STAY LONG;96;96;93.25;93.25;-2.61;88,683
NXTMS.ST;NEXSTIM;BUY;2.18;2.23;2.17;2.21;1.38;424,06
OASM.ST;OASMIA PHARMACEUTICAL;STAY LONG;2.82;2.82;2.65;2.77;-1.77;373,264
OBAB.ST;ONLINE BRANDS NORDIC;STAY IN CASH;0.56;0.6;0.56;0.6;0;50,1
OBDU-B.NGM;OBDUCAT B;STAY SHORT;1.75;1.99;1.75;1.75;-1.13;75,186
OBDU-PREF-B.NGM;OBDUCAT PRF;STAY SHORT;2.05;2.05;2;2;0;2,161
ODD.ST;ODD MOLLY INTERNATIONAL;STAY LONG;32.4;34.3;32.4;34.1;5.25;7,25
OEM-B.ST;OEM INTERNATIONAL B;STAY LONG;189;192;185.5;185.5;-1.85;2,855
OLDM.ST;OLD MUTUAL;STAY LONG;21.4;21.4;21.3;21.3;-0.93;539
ONCO.ST;ONCOPEPTIDES;SELL;63;63.25;61.25;62.25;-1.19;24,219
OP.ST;OSCAR PROPERTIES;BUY;61.75;63;61.5;63;2.02;48,478
OP-PREF.ST;OSCAR PROPERTIES PRF;STAY IN CASH;269.5;269.5;266;267;-0.93;4,475
OP-PREFB.ST;OSCAR PROPERTIES HOLDING PRF;STAY IN CASH;514;514;508;512;0.2;1,744
OPUS.ST;OPUS GROUP;STAY SHORT;6.5;6.65;6.45;6.65;3.1;595,936
ORES.ST;INVESTMENT OERESUND;BUY;137.75;140.25;137.75;139.5;2.2;15,165
ORGC.ST;ORGANOCLICK;STAY SHORT;7.2;7.45;7.2;7.45;2.05;1,658
ORIF.ST;ORIFLAME HOLDING;STAY LONG;292.8;293.3;284.5;285.6;-1.59;342,111
ORTI-A.ST;ORTIVUS A;STAY SHORT;14.95;14.95;13.25;14.35;-3.69;36,885
ORTI-B.ST;ORTIVUS B;STAY LONG;2.75;2.85;2.75;2.79;0.36;37,452
ORX.ST;OREXO;STAY SHORT;31.9;32.9;31;32.3;0.94;176,099
PACT.ST;PROACT IT GROUP;STAY SHORT;201.5;206.5;200.5;204;2;3,25
PALS-B.ST;PALLAS GROUP;STAY LONG;0.715;0.765;0.555;0.595;-9.85;625,393
PCAT.ST;PHOTOCAT;STAY LONG;22.5;22.5;21.1;21.5;-2.27;5,745
PCELL.ST;POWERCELL SWEDEN;STAY SHORT;34.9;35.9;34.5;35.1;0;144,033
PDX.ST;PARADOX INTERACTIVE;STAY IN CASH;70.5;72;70.5;71.25;0.35;59,786
PEAB-B.ST;PEAB B;STAY LONG;91.85;92.3;90.15;90.7;-0.6;536,311
PEGRO-PREF.ST;PEGROCO INVEST PRF;STAY LONG;118.25;118.25;116.5;116.5;-1.48;2,35
PFE.ST;PFIZER;STAY LONG;269.5;271;265;271;0.56;1,046
PIEZO.ST;PIEZOMOTOR UPPSALA;STAY IN CASH;13.1;13.1;13;13.05;-0.38;11,56
PLAZ-B.ST;PLATZER FASTIGHETER;STAY IN CASH;49;49.6;48.8;49.3;-1;121,466
PLED.ST;PLED PHARMA;SELL;11.85;11.85;11.75;11.8;-0.42;23,356
PNDX-B.ST;PANDOX;STAY LONG;155;155;143;143.9;0.7;25,11
PNVA.NGM;PAYNOVA;STAY LONG;0.58;0.625;0.58;0.625;4.17;272,988
POLY.ST;POLYPLANK;STAY SHORT;0.26;0.26;0.249;0.258;1.18;101,646
POLYG.ST;POLYGIENE;STAY SHORT;10.55;10.75;10.45;10.7;-0.47;10,308
POOL-B.ST;POOLIA B;STAY IN CASH;14.7;14.7;14.25;14.7;0;1,264
PRCO-B.ST;PRECIO FISHBONE B;STAY IN CASH;18;18.1;18;18.1;1.69;2,666
PREC.ST;PRECISE BIOMETRICS;STAY SHORT;1.94;1.94;1.91;1.92;-0.52;811,538
PREV-B.ST;PREVAS B;STAY LONG;18.1;18.1;17.9;18.1;-0.55;2,037
PRIC-B.ST;PRICER B;BUY;9.15;9.5;9.1;9.5;3.83;406,051
PRIME.ST;PRIME LIVING;STAY SHORT;98.5;99;96.75;98.25;-0.25;11,41
PRLD.NGM;PROLIGHT DIAGNOSTICS;STAY LONG;0.47;0.49;0.46;0.47;0;78,683
PROB.ST;PROBI AB;STAY LONG;407.5;439;407.5;437;7.24;31,008
PROF-B.ST;PROFILGRUPPEN B;STAY SHORT;117.5;118.5;116.75;117;0.21;1,798
PXXS-SDB.ST;PEARL EXPLORATION AND PROD GDR;STAY LONG;6.85;7;6.7;6.8;-2.16;183,529
QLRO.ST;QLIRO GROUP;STAY LONG;17.9;18.4;17.7;18.2;1.68;324,66
QUART-PREF.ST;QUARTIERS PROPERTIES PRF;STAY IN CASH;10.1;10.2;10.1;10.1;0;7,965
RATO-A.ST;RATOS A;STAY SHORT;44.09;45.83;43.34;45.33;0.73;4,43
RATO-B.ST;RATOS B;STAY IN CASH;37.39;37.48;37.18;37.31;0.32;557,041
RAY-B.ST;RAYSEARCH LABORATORIES B;STAY LONG;166.5;178.5;165;171.5;7.52;149,76
RECI-B.ST;RECIPHARM AB;STAY LONG;89;89;86.5;86.75;-2.25;71,093
REJL-B.ST;REJLERS B;STAY LONG;68;68.5;68;68;1.12;1,51
RENT.NGM;RENTUNDER HOLDING;STAY LONG;5.45;5.75;4.53;5.75;1.77;11,273
RESURS.ST;RESURS HOLDING;STAY LONG;52.5;52.85;52.4;52.5;-0.19;162,332
REZT.ST;REZIDOR HOTEL GROUP;STAY SHORT;29.3;30.1;29.3;29.3;-1.35;2,025,231
RISEN.NGM;RIPASSO ENERGY;STAY LONG;2.25;2.25;2.15;2.25;0;55,426
RLS.ST;RUBICON LIFE SCIENCE;STAY IN CASH;7.5;7.5;7.05;7.2;5.11;58,573
RNBS.ST;RETAIL AND BRANDS;STAY IN CASH;12.5;12.75;12.5;12.65;0.8;19,88
RROS.ST;ROTTNEROS;STAY SHORT;6.3;6.4;6.25;6.25;0;378,163
RTC.ST;RETHINKING CARE SWEDEN;STAY SHORT;3.11;3.11;3.05;3.08;-1.91;18,295
SAAB-B.ST;SAAB B;STAY LONG;364.8;370.5;361.4;364.1;0.44;455,754
SAGA-A.ST;SAGAX;STAY IN CASH;108.5;108.6;107.3;108.6;0;4,752
SAGA-B.ST;SAGAX B;STAY IN CASH;100;101.8;100;100.4;0.4;40,67
SAGA-D.ST;SAGAX LINE D;STAY IN CASH;30.34;30.43;30.22;30.29;-0.13;47,572
SAGA-PREF.ST;SAGAX PRF;STAY LONG;33.57;33.62;33.35;33.53;0.39;36,727
SALT-B.ST;SALTX TECHNOLOGY HOLDING;STAY LONG;32.6;33.9;32;33.2;-2.35;417,563
SALT-TO-2B.ST;SALTX TECHNOLOGY HOLDING SUBSCR OPT;STAY SHORT;7.5;7.75;7;7.75;3.33;15,094
SAND.ST;SANDVIK;STAY LONG;132.1;134;131.9;133.3;1.52;3,897,350
SANION.ST;SANIONA A/S;STAY IN CASH;48;48.4;47.3;47.9;0.21;20,004
SAPIAB.ST;SALTANGEN;STAY LONG;130;130.5;128.5;128.5;-1.15;5,986
SARSYS.NGM;SCANDINAVIAN AIRPORT AND ROAD SYSTEM;STAY SHORT;6.15;6.55;6.05;6.3;5;7,841
SAS.ST;SAS;STAY LONG;19.8;20.1;19.5;19.7;0.51;1,588,310
SAS-PREF.ST;SAS PRF;STAY IN CASH;542;542;541;542;0;4,191
SAVOS.ST;SAVO SOLAR;STAY LONG;0.7;0.72;0.685;0.715;0.7;407,012
SAXG.ST;SAXLUND GROUP;STAY SHORT;2.47;2.47;2.3;2.41;-0.82;14,836
SBB-B.ST;SAMHALLSBYGGNADSBOLAGET I NORDEN;STAY LONG;6.2;6.7;6.15;6.5;4.84;1,193,483
SCA-A.ST;SVENSKA CELLULOSA A;BUY;71.5;72.8;71.45;72.8;2.18;8,534
SCA-B.ST;SVENSKA CELLULOSA B;STAY IN CASH;66.4;66.6;65.55;65.75;-0.75;4,876,426
SCST.ST;SCANDI STANDARD;STAY LONG;58.75;59.5;58.5;58.75;0;1,859,314
SDIP-B.ST;SDIPTECH;STAY LONG;45.1;47;42;47;-2.08;3,142
SDIP-PREF.ST;SDIPTECH PRF;STAY LONG;104.75;105;104;105;0.24;3,938
SDOS.ST;SCANDIDOS;BUY;7.9;9;7.7;8.95;22.6;3,089,164
SEAM.ST;SEAMLESS DISTRIBUTION B;STAY IN CASH;5.85;5.9;5.65;5.8;-0.85;88,537
SEB-A.ST;SE BANKEN A;SHORT;103.4;103.8;102.5;103.1;-0.29;3,592,296
SEB-C.ST;SE BANKEN C;STAY SHORT;101.7;102.4;101.4;101.4;-0.29;18,337
SECARE.ST;SWEDENCARE;STAY IN CASH;24.9;24.9;24;24;0;3,624
SECI.ST;SECITS HOLDING;STAY IN CASH;14.15;14.65;13.1;14.65;3.17;11,269
SECT-B.ST;SECTRA B;STAY SHORT;147;149.75;144;145.75;6;11,799
SECU-B.ST;SECURITAS B;STAY SHORT;131;131.2;130.3;130.5;-0.08;1,201,267
SEMC.ST;SEMCON;STAY SHORT;53.75;53.75;53.25;53.5;0.47;2,9
SENS.ST;SENSYS GATSO;STAY IN CASH;0.66;0.67;0.645;0.655;1.55;2,975,297
SERT.ST;SERSTECH;STAY LONG;3.24;3.24;3.1;3.23;1.89;31,05
SES.ST;SCAND ENVIRO SYS;STAY SHORT;0.8;0.815;0.79;0.815;1.88;55,716
SEYE.ST;SMART EYE;STAY LONG;45.2;45.2;44.1;45;-0.44;2,508
SEZI.ST;SENZIME;STAY IN CASH;6;6.25;5.95;6.15;-0.81;30,387
SF.ST;STILLFRONT GROUP;SELL;93.25;93.25;91.5;92.25;-1.86;7,945
SHB-A.ST;SVENSKA HANDELSBANKEN A;STAY LONG;119;119.4;117.8;118.1;-0.59;2,555,994
SHB-B.ST;HANDELSBANKEN B;STAY LONG;119.1;119.3;117.7;117.8;-0.93;22,408
SHOT.ST;SCANDIC HOTELS GROUP;STAY LONG;109.75;111.25;109;110;0.46;143,276
SIMRIS-B.ST;SIMRIS ALG;BUY;14.5;14.9;14.45;14.6;1.04;19,543
SINT.ST;SINTERCAST;SHORT;72;72;68.5;70.75;-1.74;8,01
SJR-B.ST;SJR B;STAY LONG;41.7;42.2;41.5;42.2;0.96;7,531
SKA-B.ST;SKANSKA B;STAY LONG;180.3;181.5;179.3;179.4;-0.06;1,746,531
SKF-A.ST;SKF A;STAY LONG;157.8;160.4;157.8;159.3;0.19;10,796
SKF-B.ST;SKF B;STAY LONG;159;160.7;158.6;159.5;0.44;2,514,922
SKIS-B.ST;SKISTAR B;STAY LONG;189;194.5;189;193.5;3.75;15,238
SMF.ST;SEMAFO;STAY IN CASH;22.12;23;22.02;22.73;2.85;88,985
SNM.ST;SHAMARAN PETROLEUM;STAY IN CASH;0.67;0.69;0.67;0.68;0;2,547,051
SOBI.ST;SWEDISH ORPHAN BIOVITRUM;BUY;118.5;119.4;118.2;119;0.42;534,184
SOF-B.ST;SOFTRONIC B;BUY;11;11.7;11;11.6;6.91;93,349
SOLT.ST;SOLTECH ENERGY;STAY SHORT;9.95;10.25;9.9;10.15;1.5;23,359
SONE.ST;SONETEL;STAY IN CASH;24.1;24.1;22;23;-1.29;12,89
SOSIL.NGM;SOTKAMO SILVER;STAY IN CASH;4.07;4.14;4.06;4.14;0;705
SPIFFX.ST;SPIFFX;SELL;1.18;1.18;1.06;1.14;-3.39;253,306
SPOR.ST;SPORTAMORE;STAY LONG;148.25;151;147.75;148.25;2.42;30,687
SPRINT.ST;SPRINT BIOSCIENCE;BUY;22.9;23.5;22.9;23.2;0.87;947
SRNKE-B.ST;SERNEKE GROUP;STAY LONG;127;127;124.5;125.25;-1.38;15,111
SSAB-A.ST;SSAB A;BUY;40.49;40.93;40.36;40.91;1.39;3,118,339
SSAB-B.ST;SSAB B;STAY LONG;32.62;33.15;32.62;33.06;1.16;4,068,292
SSM.ST;SSM HOLDING;STAY SHORT;44.5;44.5;42.5;43.6;-0.91;16,715
STAR-A.ST;STARBREEZE A;STAY LONG;12.75;12.85;11.95;12.1;-5.84;156,48
STAR-B.ST;STARBREEZE B;STAY LONG;12.7;12.8;12;12.25;-4.67;2,857,971
STE-A.ST;STORA ENSO A;STAY SHORT;106.3;106.5;105.7;105.7;1.05;10,056
STEF-B.ST;STENDORREN FASTIGHETER;STAY LONG;68.5;68.5;68.25;68.25;-0.73;217
STE-R.ST;STORA ENSO R;BUY;104.4;105.9;104.4;105.5;1.25;257,31
STIL.ST;STILLE;STAY IN CASH;61.75;61.75;59;60.5;-1.63;7,379
STRAX.ST;STRAX;STAY LONG;5.2;5.25;5.2;5.25;0.96;24,383
STW.ST;SEATWIRL;SHORT;21;21;20.5;20.5;-2.38;2,494
SUSW.ST;SURGICAL SCIENCE SWEDEN;BUY;66.75;72;66.25;69.75;4.49;4,224
SVED-B.ST;SVEDBERGS I DALSTORP B;STAY IN CASH;45.1;45.2;43.8;44.7;-0.45;16,091
SVIK.ST;STUDSVIK;STAY SHORT;49.5;49.5;48.3;48.3;-3.21;1,168
SVOL-A.ST;SVOLDER A;STAY LONG;255;255;254;254;0;10
SVOL-B.ST;SVOLDER B;STAY LONG;209.5;211.5;207.5;210;1.69;13,48
SWEC-A.ST;SWECO A;STAY SHORT;200;201.9;196;199;-0.5;962
SWEC-B.ST;SWECO B;STAY LONG;200.1;202.1;199.7;199.9;-0.15;46,899
SWED-A.ST;SWEDBANK A;STAY LONG;215;215.7;213.2;214.5;-0.14;2,130,828
SWMA.ST;SWEDISH MATCH;STAY SHORT;283.8;284.2;282.6;283.3;0;676,247
SWOL-B.ST;SWEDOL B;STAY IN CASH;32.9;32.9;32.5;32.7;0.93;119,894
SYSR.ST;SYSTEMAIR;STAY LONG;130.5;130.5;129.5;130;-0.19;5,965
TALK.ST;TALKPOOL;STAY LONG;24.7;25.4;24.7;25.4;0.79;883
TANGI.ST;TANGIAMO TOUCH TECHNOLOGY;BUY;2.96;3.12;2.96;3.03;2.36;28,959
TASTE.ST;MYTASTE;STAY LONG;5.35;5.7;5.3;5.5;-6.78;19,904
TCC.ST;TC CONNECT;STAY SHORT;22.5;22.5;21.2;21.5;-3.59;5,38
TCT.ST;TCT TECH SWEDEN;STAY LONG;24.2;24.2;23.5;23.6;-3.28;6,837
TEL2-A.ST;TELE2 A;STAY IN CASH;92.9;93.35;92.5;93;0.11;4,275
TEL2-B.ST;TELE2 B;STAY LONG;92.5;93.05;92.25;92.6;0.11;2,216,696
TEONE.ST;TARGETEVERYONE;STAY LONG;2.58;2.6;2.58;2.58;-7.86;6,392
TERRNT-B.ST;TERRANET HOLDING;STAY LONG;25.4;25.9;24.2;25.6;0;39,792
TETY.ST;TETHYS OIL;BUY;53;55.25;53;55;2.8;67,734
TFBANK.ST;TF BANK;BUY;97.5;98.75;97.5;98.75;1.54;1,817
TGATE.NGM;THREE GATES;STAY SHORT;17;19.3;17;19;8.57;6,389
THQN-B.ST;THQ NORDIC;STAY LONG;75.5;77.75;75.5;76;2.36;130,311
THULE.ST;THULE GROUP;BUY;152.4;157.4;152.4;157.1;3.22;233,083
